,Unnamed: 0,Name,user_id,product_id,rating,times_stamps,offers,product_name
2241,2241,Advik Dubey,A3CLWR1UUZT6TG,Godiva Liqueur & MlkChoc & Mocha & WChoc,5.0,1386892800,"""Welcome to our store! New customers get 15% off their first order.""",
2242,2242,Advik Dubey,A3CLWR1UUZT6TG,Godiva Milk Chocolate Liqueur,5.0,1384473600,"""Buy one, get one 50% off.""",
2243,2243,Advik Dubey,A3CLWR1UUZT6TG,Godiva Mocha Liqueur,5.0,1392076800,"""Earn 1 point for every $1 spent; redeem 100 points for a $10 discount.""",
2244,2244,Advik Dubey,A3CLWR1UUZT6TG,Godiva Original Liqueur,5.0,1386201600,"""Welcome to our store! New customers get 15% off their first order.""",
2245,2245,Advik Dubey,A3CLWR1UUZT6TG,Godiva White Chocolate Liqueur,3.0,1395878400,"""Buy one, get one 50% off.""",
2246,2246,Advik Dubey,A3CLWR1UUZT6TG,Gordon's Citrus Vodka,5.0,1359244800,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2247,2247,Advik Dubey,A3CLWR1UUZT6TG,Gordon's Dry Gin,5.0,1405036800,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2248,2248,Advik Dubey,A3CLWR1UUZT6TG,Gordon's Orange Vodka,5.0,1365379200,"""Buy a laptop, mouse, and bag together and save 15%.""",
2249,2249,Advik Dubey,A3CLWR1UUZT6TG,Gordon's Pink Gin,5.0,1365465600,"""Enter our Instagram giveaway for a chance to win a $100 gift card.""",
2250,2250,Advik Dubey,A3CLWR1UUZT6TG,Gordon's Vodka,5.0,1382486400,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates.""",
2251,2251,Advik Dubey,A3CLWR1UUZT6TG,Governor General Golden Rum,5.0,1379376000,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2252,2252,Advik Dubey,A3CLWR1UUZT6TG,Haig Club,1.0,1402272000,"""Give $10, get $10 when you refer a friend.""",
2253,2253,Advik Dubey,A3CLWR1UUZT6TG,Haig Club Clubman,5.0,1390089600,"""Birthday month exclusive: 10% off for all August birthdays.""",Gordon's Vodka
2254,2254,Advik Dubey,A3CLWR1UUZT6TG,Harlem Kruiden Liqueur,5.0,1386201600,"""Hurry! 24-hour flash sale: Up to 40% off select items.""",
2255,2255,Advik Dubey,A3CLWR1UUZT6TG,The Hilhaven Lodge,5.0,1405468800,"""Get 20% off on all orders this weekend!""",
2256,2256,Advik Dubey,A3CLWR1UUZT6TG,I.W. Harper 15 YO,5.0,1401235200,"""Subscribe to our newsletter and receive 10% off your first order.""",
2257,2257,Advik Dubey,A3CLWR1UUZT6TG,I.W. Harper Base,5.0,1404345600,"""Get 20% off on all orders this weekend!""",
2258,2258,Advik Dubey,A3CLWR1UUZT6TG,I.W. Harper Cabernet Cask Reserve,4.0,1404518400,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2259,2259,Mamooty Krish,A12ZCHX2T8Z952,Inchgower 27YO SR18,5.0,1326153600,"""Upgrade your phone and get a free case and screen protector.""",
2260,2260,Mamooty Krish,A12ZCHX2T8Z952,J&B Rare,5.0,1326585600,"""Free express shipping for a limited time.""",
2261,2261,Zara Swaminathan,A3GJT8MVRII6PJ,Jeremiah Weed Blended Bourbon,5.0,1386374400,"""Upgrade your phone and get a free case and screen protector.""",
2262,2262,Vedika Kara,A38DTJURWNUQTZ,Jeremiah Weed Bourbon,5.0,1296432000,"""Upgrade your phone and get a free case and screen protector.""",
2263,2263,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Bourbon Cherry Mash,5.0,1376870400,"""Upgrade your phone and get a free case and screen protector.""",
2264,2264,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Cinnamon Whiskey,5.0,960595200,"""Buy one, get one 50% off.""",
2265,2265,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Sarsaparilla Whiskey,5.0,1266537600,"""Happy Birthday! Enjoy 25% off your purchase on your special day.""",
2266,2266,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Spiced Whiskey,4.0,1376870400,"""Back-to-school sale: Save on backpacks, notebooks, and more.""",
2267,2267,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Sweet Tea,2.0,1308096000,"""Welcome to our store! New customers get 15% off their first order.""",
2268,2268,Zeeshan Sastry,A1V8UZ63FQD382,Jeremiah Weed Sweet Tea & Lemonade,4.0,1309478400,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates.""",
2269,2269,Lavanya Krishnan,A2IKPO861L8O90,Jeremiah Weed Sweet Tea Bourbon Style,5.0,1392076800,"""Upgrade your phone and get a free case and screen protector.""",
2270,2270,Manjari Keer,A3Q7DHKIU7TMBI,Jeremiah Weed Sweet Tea Country Peach,4.0,1357171200,"""Upgrade your phone and get a free case and screen protector.""",
2271,2271,Manjari Keer,A3Q7DHKIU7TMBI,JW Aged 18 Years,5.0,1357171200,"""BOGO 50% off on all dresses.""",
2272,2272,Manjari Keer,A3Q7DHKIU7TMBI,JW Black Label,5.0,1357171200,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2273,2273,Manjari Keer,A3Q7DHKIU7TMBI,JW Blue Label,1.0,1388361600,"""Enter our Instagram giveaway for a chance to win a $100 gift card.""",
2274,2274,Manjari Keer,A3Q7DHKIU7TMBI,JW Double Black,5.0,1388361600,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2275,2275,Tara Tiwari,AT138NK1P69KO,JW Gold Label Reserve,3.0,1337040000,"""Upgrade your phone and get a free case and screen protector.""",
2276,2276,Nitara Kannan,A2ACJSHEC2RZVZ,JW Green Label,4.0,1360281600,"""Upgrade your phone and get a free case and screen protector.""",
2277,2277,Baiju Jani,A28INZ2FGLBOZO,JW Platinum Label,4.0,1362614400,"""Upgrade your phone and get a free case and screen protector.""",
2278,2278,Azad Saha,AOOQGCJEV25VT,JW Red Label,5.0,1355184000,"""Upgrade your phone and get a free case and screen protector.""",
2279,2279,Azad Saha,AOOQGCJEV25VT,JW The Collection,5.0,1355184000,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2280,2280,Azad Saha,AOOQGCJEV25VT,White Walker by Johnnie Walker,5.0,1347062400,"""First-time buyers: Take $5 off your initial purchase.""",
2281,2281,Azad Saha,AOOQGCJEV25VT,Ketel One Botanical Cucumber & Mint,5.0,1347062400,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2282,2282,Azad Saha,AOOQGCJEV25VT,Ketel One Botanical Grapefruit & Rose,4.0,1347062400,"""Subscribe to our newsletter and receive 10% off your first order.""",
2283,2283,Azad Saha,AOOQGCJEV25VT,Ketel One Botanical Peach&Orange Blossom,5.0,1355184000,"""Happy Birthday! Enjoy 25% off your purchase on your special day.""",Dalwhinnie 15YO
2284,2284,Azad Saha,AOOQGCJEV25VT,Ketel One Citroen Vodka,5.0,1357257600,"""Buy one, get one 50% off.""",
2285,2285,Azad Saha,AOOQGCJEV25VT,Ketel One Espresso MartiniCocktails(RTS),5.0,1357257600,"""Tag a friend and both of you get a 15% discount code.""",
2286,2286,Azad Saha,AOOQGCJEV25VT,Ketel One Multi Brand,5.0,1347062400,"""Buy one, get one 50% off.""",
2287,2287,Azad Saha,AOOQGCJEV25VT,Ketel One Oranje Vodka,4.0,1354147200,"""Buy one pair of shoes, get a second pair free.""",
2288,2288,Azad Saha,AOOQGCJEV25VT,Ketel One Vodka,5.0,1357257600,"""Subscribe to our newsletter and receive 10% off your first order.""",
2289,2289,Azad Saha,AOOQGCJEV25VT,Kikori,5.0,1357257600,"""Take $20 off your next purchase.""",
2290,2290,Azad Saha,AOOQGCJEV25VT,King George IV Blended Whisky,5.0,1357257600,"""Limited stock remaining: Clearance items must go!""",
2291,2291,Azad Saha,AOOQGCJEV25VT,Knockando 25YO,2.0,1357257600,"""Back-to-school sale: Save on backpacks, notebooks, and more.""",
2292,2292,Azad Saha,AOOQGCJEV25VT,Lagavulin 11 YO,1.0,1357257600,"""Take $20 off your next purchase.""",Unicum Plum
2293,2293,Vedika Shroff,A2IRDF393ZKDN8,Lagavulin 11 YO Beer Cask,5.0,1297382400,"""Upgrade your phone and get a free case and screen protector.""",
2294,2294,Vedika Gara,A24OHQK700QEIW,Lagavulin 11 YO Charred Oak Cask,5.0,1335916800,"""Upgrade your phone and get a free case and screen protector.""",
2295,2295,Vedika Gara,A24OHQK700QEIW,Lagavulin 12YO,3.0,1320019200,"""First-time buyers: Take $5 off your initial purchase.""",
2296,2296,Vedika Gara,A24OHQK700QEIW,Lagavulin 12YO SR,4.0,1335916800,"""Welcome to our store! New customers get 15% off their first order.""",
2297,2297,Vedika Gara,A24OHQK700QEIW,Lagavulin 12YO SR18,3.0,1396742400,"""Limited stock remaining: Clearance items must go!""",
2298,2298,Vedika Gara,A24OHQK700QEIW,Lagavulin 16YO,3.0,1380758400,"""Earn 1 point for every $1 spent; redeem 100 points for a $10 discount.""",
2299,2299,Hazel Thaman,A3T3M5EYGCWSUA,Lagavulin 8YO,5.0,1309564800,"""Upgrade your phone and get a free case and screen protector.""",
2300,2300,Hazel Thaman,A3T3M5EYGCWSUA,Lagavulin 9YO,1.0,1295740800,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2301,2301,Hazel Thaman,A3T3M5EYGCWSUA,Lagavulin Distillers Edition,5.0,1280361600,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2302,2302,Hazel Thaman,A3T3M5EYGCWSUA,Linkwood 37YO,3.0,1343088000,"""Upgrade your phone and get a free case and screen protector.""",
2303,2303,Hazel Thaman,A3T3M5EYGCWSUA,Mannochmore 25YO,5.0,1311811200,"""Refer a friend and get 20% off your next purchase when they make their first order.""",Baileys Pumpkin Spice
2304,2304,Hazel Thaman,A3T3M5EYGCWSUA,Mezcal Union El Joven,5.0,1328400000,"""Upgrade your phone and get a free case and screen protector.""",
2305,2305,Divij Sheth,A17TBWDFNK675R,Mezcal Union El Viejo,5.0,1325116800,"""Upgrade your phone and get a free case and screen protector.""",
2306,2306,Divij Sheth,A17TBWDFNK675R,Moon Mountain Coastal Citrus Vodka,5.0,1314230400,"""Buy one pair of shoes, get a second pair free.""",
2307,2307,Divij Sheth,A17TBWDFNK675R,Moon Mountain Vodka,5.0,1310774400,"""Enjoy free shipping on orders over $25.""",
2308,2308,Divij Sheth,A17TBWDFNK675R,Moon Mountain Wild Raspberry Vodka,5.0,1325116800,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2309,2309,Vedika Jayaraman,A3P5CV06QLXGRF,Mortlach 12YO,1.0,1324857600,"""Upgrade your phone and get a free case and screen protector.""",
2310,2310,Vedika Jayaraman,A3P5CV06QLXGRF,Mortlach 13YO SR,1.0,1397088000,"""Welcome to our store! New customers get 15% off their first order.""",
2311,2311,Pari Bassi,A1P7CE4XXWG8WJ,Mortlach 15YO,4.0,1323302400,"""Upgrade your phone and get a free case and screen protector.""",
2312,2312,Shanaya Dani,A1PUB1SLAFU555,Mortlach 16YO,5.0,1373414400,"""Upgrade your phone and get a free case and screen protector.""",
2313,2313,Nakul Sidhu,A5ABV0IOAM9YO,Mortlach 18YO,5.0,1386720000,"""Upgrade your phone and get a free case and screen protector.""",
2314,2314,Shlok Shenoy,A3SWF9UXQAEK9Q,Mortlach 20YO,5.0,1372291200,"""Upgrade your phone and get a free case and screen protector.""",
2315,2315,Ehsaan Bajaj,A24NAL80DJU0B8,Mortlach 21YO SR,5.0,1349740800,"""Upgrade your phone and get a free case and screen protector.""",
2316,2316,Saksham Andra,A1WI6CDE40JSDZ,Mortlach 25YO,5.0,1356912000,"""Upgrade your phone and get a free case and screen protector.""",
2317,2317,Saksham Andra,A1WI6CDE40JSDZ,Mortlach 26YO SR,4.0,1364083200,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2318,2318,Nirvi Sachdev,A1V4GFB3HKFZ2T,Mortlach Rare Old,5.0,1346716800,"""Upgrade your phone and get a free case and screen protector.""",
2319,2319,Manjari Sunder,A2K4HQA1K0CVGP,Mr Black Cold Brew Coffee Liqueur,4.0,1323043200,"""Upgrade your phone and get a free case and screen protector.""",
2320,2320,Yuvaan Sem,A2HWFK6TC9SGV,Mr. Black Coffee Amaro,5.0,1359331200,"""Upgrade your phone and get a free case and screen protector.""",
2321,2321,Yuvaan Sem,A2HWFK6TC9SGV,Mr. Black Mezcal Cask Coffee Liqueur,5.0,1359331200,"""Back-to-school sale: Save on backpacks, notebooks, and more.""",
2322,2322,Ela Varghese,A2EPTJFNJSHUCU,Naked Turtle Rum,5.0,1387670400,"""Upgrade your phone and get a free case and screen protector.""",
2323,2323,Ela Varghese,A2EPTJFNJSHUCU,Nolets Dry Gin Reserve,5.0,1387670400,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2324,2324,Ela Varghese,A2EPTJFNJSHUCU,Nolets Dry Gin Silver,5.0,1384300800,"""Save $10 when you spend $50 or more.""",
2325,2325,Ela Varghese,A2EPTJFNJSHUCU,Oban 10YO SR,5.0,1376524800,"""Subscribe to our newsletter and receive 10% off your first order.""",
2326,2326,Ela Varghese,A2EPTJFNJSHUCU,Oban 12YO SR,5.0,1376524800,"""Save $10 when you spend $50 or more.""",
2327,2327,Ela Varghese,A2EPTJFNJSHUCU,Oban 14YO,5.0,1381622400,"""Subscribe to our newsletter and receive 10% off your first order.""",
2328,2328,Ishita Mandal,A38FGQVJM18OWV,Oban 18YO,1.0,1291161600,"""Upgrade your phone and get a free case and screen protector.""",
2329,2329,Ishita Mandal,A38FGQVJM18OWV,Oban 21YO,5.0,1223683200,"""Enter our Instagram giveaway for a chance to win a $100 gift card.""",
2330,2330,Ishita Mandal,A38FGQVJM18OWV,Oban 21YO SR18,5.0,1315958400,"""Enter our Instagram giveaway for a chance to win a $100 gift card.""",
2331,2331,Ishita Mandal,A38FGQVJM18OWV,Oban Bay Reserve,5.0,1405728000,"""Buy one, get one 50% off.""",
2332,2332,Ishita Mandal,A38FGQVJM18OWV,Oban Distillers Edition,5.0,1405728000,"""Get 20% off on all orders this weekend!""",
2333,2333,Ryan Karan,A1CA40102FA5N0,Oban Little Bay,5.0,1395446400,"""Upgrade your phone and get a free case and screen protector.""",
2334,2334,Ryan Karan,A1CA40102FA5N0,Old Parr Aged 12 Years,5.0,1395273600,"""Free express shipping for a limited time.""",
2335,2335,Ryan Karan,A1CA40102FA5N0,Old Parr Aged 18 Years,5.0,1395273600,"""Buy one pair of shoes, get a second pair free.""",
2336,2336,Ryan Karan,A1CA40102FA5N0,Old Parr Tribute,5.0,1400025600,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2337,2337,Ryan Karan,A1CA40102FA5N0,Oronoco Rum,5.0,1395273600,"""Birthday month exclusive: 10% off for all August birthdays.""",
2338,2338,Ryan Karan,A1CA40102FA5N0,Barterhouse Whiskey,5.0,1396396800,"""Subscribe to our newsletter and receive 10% off your first order.""",
2339,2339,Nishith Kanda,A3586I23X68J59,Castle's Curse 14 YO,5.0,1284508800,"""Upgrade your phone and get a free case and screen protector.""",
2340,2340,Misha Choudhary,A3TH91PK3IABQU,Forged Oak,1.0,1312588800,"""Upgrade your phone and get a free case and screen protector.""",
2341,2341,Tiya Aurora,A22E1RM28FZZP2,Muckety Muck,5.0,1335225600,"""Upgrade your phone and get a free case and screen protector.""",
2342,2342,Tiya Aurora,A22E1RM28FZZP2,Muckety Muck 25 YO,1.0,1236297600,"""Take $20 off your next purchase.""",
2343,2343,Tiya Aurora,A22E1RM28FZZP2,Muckety Muck 26 yo,2.0,1384905600,"""Limited-time offer: 50% off until midnight!""",
2344,2344,Ivana Sen,A12PFARGH9ELDI,Orphan Barrel Copper Tongue 16YO,5.0,1377734400,"""Upgrade your phone and get a free case and screen protector.""",
2345,2345,Ivana Sen,A12PFARGH9ELDI,Orphan Barrel Fable & Folly 14YO,5.0,1377734400,"""Subscribe to our newsletter and receive 10% off your first order.""",
2346,2346,Ivana Sen,A12PFARGH9ELDI,Orphan Barrel The Gifted Horse Whiskey,4.0,1377734400,"""Tag a friend and both of you get a 15% discount code.""",
2347,2347,Ivana Sen,A12PFARGH9ELDI,Rhetoric Whiskey,4.0,1377734400,"""Tag a friend and both of you get a 15% discount code.""",
2348,2348,Ivana Sen,A12PFARGH9ELDI,Pampero Anniversario Rum,5.0,1367971200,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2349,2349,Ivana Sen,A12PFARGH9ELDI,Pierde Almas Ancestral Corn Whiskey,3.0,1377734400,"""Upgrade your phone and get a free case and screen protector.""",
2350,2350,Armaan Agate,A20RYSHYDK9M6,Pierde Almas Botanicals +9,4.0,1288656000,"""Upgrade your phone and get a free case and screen protector.""",
2351,2351,Zara Andra,A16Q3CV7TCFO4E,Pierde Almas Conejo,3.0,1326153600,"""Upgrade your phone and get a free case and screen protector.""",
2352,2352,Zara Andra,A16Q3CV7TCFO4E,Pierde Almas Espadin,4.0,1325980800,"""First-time buyers: Take $5 off your initial purchase.""",
2353,2353,Zara Andra,A16Q3CV7TCFO4E,Pierde Almas La Puritita Verda,5.0,1325980800,"""Buy one, get one 50% off.""",
2354,2354,Dhanuk Bir,A1P560UNX4SBE7,Pierde Almas Pechuga,5.0,1382400000,"""Upgrade your phone and get a free case and screen protector.""",
2355,2355,Dhanuk Bir,A1P560UNX4SBE7,Pierde Almas Tepeztate,5.0,1295395200,"""Tag a friend and both of you get a 15% discount code.""",
2356,2356,Dhanuk Bir,A1P560UNX4SBE7,Pierde Almas Tobala,5.0,1295395200,"""Save $10 when you spend $50 or more.""",
2357,2357,Dhanuk Bir,A1P560UNX4SBE7,Pierde Almas Tobasiche,1.0,1295395200,"""Buy one, get one 50% off.""",
2358,2358,Dhanuk Bir,A1P560UNX4SBE7,Pimm's Blackberry & Elderflower,5.0,1225324800,"""Buy a laptop, mouse, and bag together and save 15%.""",
2359,2359,Dhanuk Bir,A1P560UNX4SBE7,Pimm's No.1 Cup,5.0,1295395200,"""First-time buyers: Take $5 off your initial purchase.""",
2360,2360,Dhanuk Bir,A1P560UNX4SBE7,Pittyvaich 25YO,5.0,1295395200,"""Enjoy free shipping on orders over $25.""",Talisker Select Reserve
2361,2361,Dhanuk Bir,A1P560UNX4SBE7,Pittyvaich 28YO,5.0,1382400000,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2362,2362,Dhanuk Bir,A1P560UNX4SBE7,Pittyvaich 29YO SR,5.0,1398988800,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2363,2363,Dhanuk Bir,A1P560UNX4SBE7,Pittyvaich 30YO SR,5.0,1398988800,"""Refer a friend and get 20% off your next purchase when they make their first order.""",Yuzuri Yuzu
2364,2364,Vivaan Mand,A28RVT20CEXA8B,Port Dundas 12 Year Old,4.0,1295654400,"""Upgrade your phone and get a free case and screen protector.""",
2365,2365,Vivaan Mand,A28RVT20CEXA8B,Port Dundas 18 Year Old,5.0,1295654400,"""Free express shipping for a limited time.""",
2366,2366,Vivaan Mand,A28RVT20CEXA8B,Port Dundas 52YO,5.0,1279065600,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates.""",
2367,2367,Vivaan Mand,A28RVT20CEXA8B,Port Ellen 32YO,5.0,1295654400,"""Limited-time offer: 50% off until midnight!""",
2368,2368,Vivaan Mand,A28RVT20CEXA8B,Port Ellen 34YO,5.0,1270684800,"""Join our mailing list for exclusive offers and a one-time 15% discount.""",
2369,2369,Vivaan Mand,A28RVT20CEXA8B,Port Ellen 35 YO,5.0,1270684800,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2370,2370,Vivaan Mand,A28RVT20CEXA8B,Port Ellen 37YO,5.0,1295654400,"""Give $10, get $10 when you refer a friend.""",
2371,2371,Indrans Bera,A27OMVFGJXH1VB,Q Qream Peach Creme,5.0,1360886400,"""Upgrade your phone and get a free case and screen protector.""",
2372,2372,Indrans Bera,A27OMVFGJXH1VB,Q Qream Strawberry Creme,5.0,1363996800,"""Subscribe to our newsletter and receive 10% off your first order.""",
2373,2373,Indrans Bera,A27OMVFGJXH1VB,Tekirdag Rakisi,1.0,1352505600,"""Happy Birthday! Enjoy 25% off your purchase on your special day.""",
2374,2374,Indrans Bera,A27OMVFGJXH1VB,Tekirdag Rakisi Gold Series,5.0,1363046400,"""BOGO 50% off on all dresses.""",
2375,2375,Indrans Bera,A27OMVFGJXH1VB,Yeni Raki Export,5.0,1352505600,"""Save $10 when you spend $50 or more.""",
2376,2376,Indrans Bera,A27OMVFGJXH1VB,Roe & Co Blended Irish Whiskey,4.0,1352505600,"""Limited stock remaining: Clearance items must go!""",
2377,2377,Indrans Bera,A27OMVFGJXH1VB,Rokk Apple Vodka,4.0,1363996800,"""Limited stock remaining: Clearance items must go!""",
2378,2378,Indrans Bera,A27OMVFGJXH1VB,Rokk Citrus Vodka,5.0,1361836800,"""Join our mailing list for exclusive offers and a one-time 15% discount.""",
2379,2379,Indrans Bera,A27OMVFGJXH1VB,Rokk Orange Vodka,1.0,1352505600,"""Enjoy free shipping on orders over $25.""",
2380,2380,Indrans Bera,A27OMVFGJXH1VB,Rokk Raspberry Vodka,3.0,1363046400,"""Take $20 off your next purchase.""",
2381,2381,Indrans Bera,A27OMVFGJXH1VB,Rokk Vodka,5.0,1354233600,"""Birthday month exclusive: 10% off for all August birthdays.""",
2382,2382,Indrans Bera,A27OMVFGJXH1VB,Rosebank 21YO,5.0,1360886400,"""Happy Birthday! Enjoy 25% off your purchase on your special day.""",
2383,2383,Indrans Bera,A27OMVFGJXH1VB,Royal Lochnagar 12YO - Baratheon,5.0,1363996800,"""Give $10, get $10 when you refer a friend.""",
2384,2384,Indrans Bera,A27OMVFGJXH1VB,Royal Lochnagar 16YO SR,5.0,1352505600,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2385,2385,Indrans Bera,A27OMVFGJXH1VB,Royal Lochnagar Distillers Edition,5.0,1352505600,"""Enjoy free shipping on orders over $25.""",Lagavulin 11 YO Beer Cask
2386,2386,Indrans Bera,A27OMVFGJXH1VB,Rumple Minze Berry Schnapps,5.0,1352505600,"""Exclusive offer for our loyal customers: 20% off your next visit.""",
2387,2387,Indrans Bera,A27OMVFGJXH1VB,Rumple Minze Lime Schnapps,5.0,1353801600,"""Hurry! 24-hour flash sale: Up to 40% off select items.""",
2388,2388,Indrans Bera,A27OMVFGJXH1VB,Rumple Minze Peppermint Schnapps,5.0,1353801600,"""Enjoy free shipping on orders over $25.""",
2389,2389,Advika Saraf,AHJJYGJXJ346V,Seagram's 7 Crown,5.0,1340236800,"""Upgrade your phone and get a free case and screen protector.""",
2390,2390,Advika Saraf,AHJJYGJXJ346V,Seagram's 7 Crown 75th Anniversary,5.0,1206835200,"""Upgrade your phone and get a free case and screen protector.""",
2391,2391,Advika Saraf,AHJJYGJXJ346V,Seagram's 7 Crown American Spiced,5.0,1206835200,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2392,2392,Advika Saraf,AHJJYGJXJ346V,Seagram's 7 Crown Dark Honey,4.0,1334102400,"""Limited-time offer: 50% off until midnight!""",
2393,2393,Indranil Kala,A2CDG7JEL4W6IC,Seagram's 7 Crown Stone Cherry,5.0,1396828800,"""Upgrade your phone and get a free case and screen protector.""",
2394,2394,Indranil Kala,A2CDG7JEL4W6IC,Seagrams 7 Crown Apple,5.0,1396828800,"""Buy one, get one 50% off.""",
2395,2395,Reyansh Bhatt,A19KHPSLJQ1UKY,Shady Fruit Ruby Red Grapefruit,5.0,1323475200,"""Upgrade your phone and get a free case and screen protector.""",
2396,2396,Reyansh Bhatt,A19KHPSLJQ1UKY,Shady Fruit Valencia Orange,5.0,1326499200,"""Take $20 off your next purchase.""",
2397,2397,Reyansh Bhatt,A19KHPSLJQ1UKY,Sheridan's Liqueur,4.0,1333411200,"""Last chance to grab items at clearance prices. Up to 70% off!""",
2398,2398,Hansh Kaul,A3E4YU6APQLRKE,Sia,5.0,1384646400,"""Upgrade your phone and get a free case and screen protector.""",
2399,2399,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Citrus Vodka,5.0,1384646400,"""Birthday month exclusive: 10% off for all August birthdays.""",
2400,2400,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Green Apple Vodka,5.0,1384646400,"""Get 20% off on all orders this weekend!""",
2401,2401,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff No.21 Red Vodka,5.0,1337644800,"""Take $20 off your next purchase.""",
2402,2402,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff No.57 Blue Vodka,5.0,1384646400,"""Buy one, get one 50% off.""",
2403,2403,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Orange Vodka,5.0,1370390400,"""Limited-time offer: 50% off until midnight!""",
2404,2404,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Raspberry Vodka,4.0,1384646400,"""Refer a friend and get 20% off your next purchase when they make their first order.""",
2405,2405,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Spiced Root Beer,1.0,1370390400,"""Buy one, get one 50% off.""",
2406,2406,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Strawberry Vodka,4.0,1384646400,"""Give $10, get $10 when you refer a friend.""",
2407,2407,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Vanilla Vodka,5.0,1384646400,"""Limited stock remaining: Clearance items must go!""",
2408,2408,Hansh Kaul,A3E4YU6APQLRKE,Smirnoff Watermelon Vodka,3.0,1370390400,"""Earn 1 point for every $1 spent; redeem 100 points for a $10 discount.""",
2409,2409,Hansh Kaul,A3E4YU6APQLRKE,Sombra Mezcal Artesanal Joven,4.0,1384646400,"""Join our mailing list for exclusive offers and a one-time 15% discount.""",
2410,2410,Hansh Kaul,A3E4YU6APQLRKE,Sombra Mezcal Artesanal Reposado,5.0,1384646400,"""Upgrade your phone and get a free case and screen protector.""",
2411,2411,Hansh Kaul,A3E4YU6APQLRKE,Spirits Apocalypse The Walking Dead Brbn,5.0,1384646400,"""Get 20% off on all orders this weekend!""",
2412,2412,Tejas Hayre,A2NOHYNZCZ2NW4,Strathmill 25 YO,5.0,1392076800,"""Upgrade your phone and get a free case and screen protector.""",
2413,2413,Kabir Lala,A11NLVWA0MTSGH,Studebaker Manhattan,5.0,1284854400,"""Upgrade your phone and get a free case and screen protector.""",
2414,2414,Tanya Raman,A2YJHOCQJJCD6L,Studebaker Old Fashioned,3.0,1361750400,"""Upgrade your phone and get a free case and screen protector.""",
2415,2415,Tanya Raman,A2YJHOCQJJCD6L,Talisker 10YO,1.0,1382659200,"""Happy Birthday! Enjoy 25% off your purchase on your special day.""",
2416,2416,Tanya Raman,A2YJHOCQJJCD6L,Talisker 11YO SR,4.0,1382659200,"""Get 20% off on all orders this weekend!""",
2417,2417,Tanya Raman,A2YJHOCQJJCD6L,Talisker 18YO,5.0,1361836800,"""Subscribe to our newsletter and receive 10% off your first order.""",
2418,2418,Purab Ramanathan,A9MZROA9WNRJT,Talisker 1985,4.0,1366761600,"""Upgrade your phone and get a free case and screen protector.""",
2419,2419,Neelofar Comar,A34DGHJJFSSN8X,Talisker 25YO,5.0,1359244800,"""Upgrade your phone and get a free case and screen protector.""",
2420,2420,Anya Thakur,A1GLHE8QE65D0W,Talisker 30YO,1.0,1340668800,"""Upgrade your phone and get a free case and screen protector.""",
2421,2421,Anya Thakur,A1GLHE8QE65D0W,Talisker 8YO SR,4.0,1287792000,"""Buy one, get one 50% off.""",
2422,2422,Anya Thakur,A1GLHE8QE65D0W,Talisker Distillers Edition,1.0,1287792000,"""Buy one, get one 50% off.""",
2423,2423,Anya Thakur,A1GLHE8QE65D0W,Talisker Select Reserve,3.0,1304899200,"""Take $20 off your next purchase.""",
2424,2424,Anya Thakur,A1GLHE8QE65D0W,Talisker Storm,4.0,1379635200,"""Subscribe to our newsletter and receive 10% off your first order.""",
